date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:02:04	69/69	U-----	200	untouched ('OK')	text/plain	date:Thu,%2019%20Dec%202019%2016:21:52%20GMT	http://52.66.5.98/robots.txt		(from )
23:02:05	100196/100196	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2019%20Dec%202019%2017:32:05%20GMT	http://52.66.5.98/	C:/Users/Utkrisht%20Agrawal/Desktop/Swaraksha/52.66.5.98/index.html	(from )
23:02:05	41467/41467	---M-Z	200	added ('OK')	text/css	etag:W/%220-gzip%22	http://52.66.5.98/wp-includes/css/dist/block-library/style.min.css,qver=5.3.2.pagespeed.ce.nu3cUbC0ol.css	C:/Users/Utkrisht%20Agrawal/Desktop/Swaraksha/52.66.5.98/wp-includes/css/dist/block-library/style.min.css,qver=5.3.2.pagespeed.ce.nu3cUbC0ol.css	(from http://52.66.5.98/)
23:02:05	1026/1026	U--M-Z	200	updated ('OK')	application/rss+xml	etag:%226c026295308f19460d960e9a9ccd0cf5-gzip%22	http://52.66.5.98/feed/	C:/Users/Utkrisht%20Agrawal/Desktop/Swaraksha/52.66.5.98/feed/index.html	(from http://52.66.5.98/)
23:02:06	168297/168297	---M-Z	200	added ('OK')	text/css	etag:W/%220%22	http://52.66.5.98/wp-content/plugins/google-language-translator/css/A.style.css,qver=6.0.3.pagespeed.cf.c9QKEck5A3.css	C:/Users/Utkrisht%20Agrawal/Desktop/Swaraksha/52.66.5.98/wp-content/plugins/google-language-translator/css/A.style.css,qver=6.0.3.pagespeed.cf.c9QKEck5A3.css	(from http://52.66.5.98/)
23:02:06	712/712	U--M-Z	200	updated ('OK')	application/rss+xml	etag:%227ba02c9ea61287da7aff197ea08f60c4-gzip%22	http://52.66.5.98/comments/feed/	C:/Users/Utkrisht%20Agrawal/Desktop/Swaraksha/52.66.5.98/comments/feed/index.html	(from http://52.66.5.98/)
23:02:06	5330/5330	---M-Z	200	added ('OK')	text/css	etag:W/%220%22	http://52.66.5.98/wp-content/plugins/sp-news-and-widget/assets/css/A.stylenews.css,qver=4.2.pagespeed.cf.9VV_Enr8VG.css	C:/Users/Utkrisht%20Agrawal/Desktop/Swaraksha/52.66.5.98/wp-content/plugins/sp-news-and-widget/assets/css/A.stylenews.css,qver=4.2.pagespeed.cf.9VV_Enr8VG.css	(from http://52.66.5.98/)
23:02:06	5100/5100	U-----	200	untouched ('OK')	text/css	etag:W/%220%22	http://52.66.5.98/wp-content/plugins/google-language-translator/css/A.toolbar.css,qver=6.0.3.pagespeed.cf.Nn8JN1agSk.css	C:/Users/Utkrisht%20Agrawal/Desktop/Swaraksha/52.66.5.98/wp-content/plugins/google-language-translator/css/A.toolbar.css,qver=6.0.3.pagespeed.cf.Nn8JN1agSk.css	(from http://52.66.5.98/)
23:02:11	187832/187832	---M-Z	200	added ('OK')	text/css	etag:W/%220%22	http://52.66.5.98/wp-content/themes/twentynineteen/A.style.css,qver=1.4.pagespeed.cf.8KpZ4tMKXP.css	C:/Users/Utkrisht%20Agrawal/Desktop/Swaraksha/52.66.5.98/wp-content/themes/twentynineteen/A.style.css,qver=1.4.pagespeed.cf.8KpZ4tMKXP.css	(from http://52.66.5.98/)
23:02:14	14948/14948	---M-Z	200	added ('OK')	text/css	etag:W/%220%22	http://52.66.5.98/wp-content/plugins/elementor/assets/lib/eicons/css/A.elementor-icons.min.css,qver=5.5.0.pagespeed.cf.t1QswRRtW1.css	C:/Users/Utkrisht%20Agrawal/Desktop/Swaraksha/52.66.5.98/wp-content/plugins/elementor/assets/lib/eicons/css/A.elementor-icons.min.css,qver=5.5.0.pagespeed.cf.t1QswRRtW1.css	(from http://52.66.5.98/)
23:02:15	57180/57180	---MCZ	200	added ('OK')	text/css	etag:W/%22500d1a92f875b1d96d37a3a3f8f0438c%22	https://use.fontawesome.com/releases/v5.12.0/css/all.css	C:/Users/Utkrisht%20Agrawal/Desktop/Swaraksha/use.fontawesome.com/releases/v5.12.0/css/all.css	(from http://52.66.5.98/)
23:02:15	18468/18468	---M-Z	200	added ('OK')	text/css	etag:W/%220-gzip%22	http://52.66.5.98/wp-content/plugins/elementor/assets/lib/animations/animations.min.css,qver=2.8.2.pagespeed.ce.RgG6VQREE3.css	C:/Users/Utkrisht%20Agrawal/Desktop/Swaraksha/52.66.5.98/wp-content/plugins/elementor/assets/lib/animations/animations.min.css,qver=2.8.2.pagespeed.ce.RgG6VQREE3.css	(from http://52.66.5.98/)
23:02:15	104255/104255	---M-Z	200	added ('OK')	text/css	etag:W/%220-gzip%22	http://52.66.5.98/wp-content/plugins/elementor/assets/css/frontend.min.css,qver=2.8.2.pagespeed.ce.18shS0Z9Pm.css	C:/Users/Utkrisht%20Agrawal/Desktop/Swaraksha/52.66.5.98/wp-content/plugins/elementor/assets/css/frontend.min.css,qver=2.8.2.pagespeed.ce.18shS0Z9Pm.css	(from http://52.66.5.98/)
23:02:16	186605/186605	---M-Z	200	added ('OK')	text/css	etag:W/%220-gzip%22	http://52.66.5.98/wp-content/plugins/elementor-pro/assets/css/frontend.min.css,qver=2.2.5.pagespeed.ce.Cqh0RVlyQb.css	C:/Users/Utkrisht%20Agrawal/Desktop/Swaraksha/52.66.5.98/wp-content/plugins/elementor-pro/assets/css/frontend.min.css,qver=2.2.5.pagespeed.ce.Cqh0RVlyQb.css	(from http://52.66.5.98/)
23:02:16	18526/18526	---M-Z	200	added ('OK')	text/css	etag:W/%220%22	http://52.66.5.98/wp-content/uploads/elementor/css/A.global.css,qver=1576660314.pagespeed.cf.kbxQTW_JuE.css	C:/Users/Utkrisht%20Agrawal/Desktop/Swaraksha/52.66.5.98/wp-content/uploads/elementor/css/A.global.css,qver=1576660314.pagespeed.cf.kbxQTW_JuE.css	(from http://52.66.5.98/)
23:02:16	32768/32768	---M-Z	200	added ('OK')	text/css	etag:W/%220%22	http://52.66.5.98/wp-content/uploads/elementor/css/A.post-8.css,qver=1576771392.pagespeed.cf.Z-5QAmw3zi.css	C:/Users/Utkrisht%20Agrawal/Desktop/Swaraksha/52.66.5.98/wp-content/uploads/elementor/css/A.post-8.css,qver=1576771392.pagespeed.cf.Z-5QAmw3zi.css	(from http://52.66.5.98/)
23:02:16	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2019%20Dec%202019%2017:32:17%20GMT	http://cdn.jsdelivr.net/fontawesome/4.7.0/css/font-awesome.min.css?ver=4.7.0	C:/Users/Utkrisht%20Agrawal/Desktop/Swaraksha/cdn.jsdelivr.net/fontawesome/4.7.0/css/font-awesome.min.c1849.delayed	(from http://52.66.5.98/)
23:02:17	31000/31000	U--M-Z	200	updated ('OK')	text/css	etag:W/%227918-USx9eQM+MCipvmG1QM8aaHDIlvg%22	https://cdn.jsdelivr.net/fontawesome/4.7.0/css/font-awesome.min.css?ver=4.7.0	C:/Users/Utkrisht%20Agrawal/Desktop/Swaraksha/cdn.jsdelivr.net/fontawesome/4.7.0/css/font-awesome.min1849.css	(from http://52.66.5.98/)
23:02:17	54355/54355	---M-Z	200	added ('OK')	text/css	etag:W/%220%22	http://52.66.5.98/wp-content/plugins/elementor/assets/lib/font-awesome/css/A.fontawesome.min.css,qver=5.9.0.pagespeed.cf.rNWeQGtd2r.css	C:/Users/Utkrisht%20Agrawal/Desktop/Swaraksha/52.66.5.98/wp-content/plugins/elementor/assets/lib/font-awesome/css/A.fontawesome.min.css,qver=5.9.0.pagespeed.cf.rNWeQGtd2r.css	(from http://52.66.5.98/)
23:02:17	26702/26702	---MCZ	200	added ('OK')	text/css	etag:W/%2255ab7f65f6025cf7f088dd2e5897bb29%22	https://use.fontawesome.com/releases/v5.12.0/css/v4-shims.css	C:/Users/Utkrisht%20Agrawal/Desktop/Swaraksha/use.fontawesome.com/releases/v5.12.0/css/v4-shims.css	(from http://52.66.5.98/)
23:02:18	192116/192116	U-----	200	untouched ('')	application/vnd.ms-fontobject	etag:%222ee74-599e19e84126b%22	http://52.66.5.98/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	C:/Users/Utkrisht%20Agrawal/Desktop/Swaraksha/52.66.5.98/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	(from http://52.66.5.98/)
23:02:18	192116/192116	U-----	200	untouched ('')	application/vnd.ms-fontobject	etag:%222ee74-599e19e84126b%22	http://52.66.5.98/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot?	C:/Users/Utkrisht%20Agrawal/Desktop/Swaraksha/52.66.5.98/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900d41d.eot	(from http://52.66.5.98/)
23:02:18	75440/75440	U-----	200	untouched ('')	font/woff2	etag:%22126b0-599e19e8402cb%22	http://52.66.5.98/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	C:/Users/Utkrisht%20Agrawal/Desktop/Swaraksha/52.66.5.98/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	(from http://52.66.5.98/)
23:02:18	771/771	---M--	200	added ('OK')	image/png	etag:W/%220%22	http://52.66.5.98/wp-content/uploads/2019/12/cropped-167-32x32.png.pagespeed.ce.oeLFCS9qzA.png	C:/Users/Utkrisht%20Agrawal/Desktop/Swaraksha/52.66.5.98/wp-content/uploads/2019/12/cropped-167-32x32.png.pagespeed.ce.oeLFCS9qzA.png	(from http://52.66.5.98/)
23:02:18	98020/98020	U-----	200	untouched ('')	font/woff	etag:%2217ee4-599e19e84126b%22	http://52.66.5.98/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	C:/Users/Utkrisht%20Agrawal/Desktop/Swaraksha/52.66.5.98/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	(from http://52.66.5.98/)
23:02:19	191832/191832	U-----	200	untouched ('')	font/ttf	etag:%222ed58-599e19e84126b%22	http://52.66.5.98/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	C:/Users/Utkrisht%20Agrawal/Desktop/Swaraksha/52.66.5.98/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	(from http://52.66.5.98/)
23:02:19	839388/839388	U-----	200	untouched ('OK')	image/svg+xml	etag:%22ccedc-599e19e8402cb%22	http://52.66.5.98/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	C:/Users/Utkrisht%20Agrawal/Desktop/Swaraksha/52.66.5.98/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	(from http://52.66.5.98/)
23:02:19	96779/96779	---M-Z	200	added ('OK')	application/javascript	etag:W/%220%22	http://52.66.5.98/wp-includes/js/jquery/jquery.js,qver=1.12.4-wp.pagespeed.jm.gp20iU5FlU.js	C:/Users/Utkrisht%20Agrawal/Desktop/Swaraksha/52.66.5.98/wp-includes/js/jquery/jquery.js,qver=1.12.4-wp.pagespeed.jm.gp20iU5FlU.js	(from http://52.66.5.98/)
23:02:19	7496/7496	---M--	200	added ('OK')	image/png	etag:W/%220%22	http://52.66.5.98/wp-content/uploads/2019/12/xcropped-167-192x192.png.pagespeed.ic.EO_6vRcv5K.png	C:/Users/Utkrisht%20Agrawal/Desktop/Swaraksha/52.66.5.98/wp-content/uploads/2019/12/xcropped-167-192x192.png.pagespeed.ic.EO_6vRcv5K.png	(from http://52.66.5.98/)
23:02:19	6909/6909	---M--	200	added ('OK')	image/png	etag:W/%220%22	http://52.66.5.98/wp-content/uploads/2019/12/xcropped-167-180x180.png.pagespeed.ic.wOPrYEyyhW.png	C:/Users/Utkrisht%20Agrawal/Desktop/Swaraksha/52.66.5.98/wp-content/uploads/2019/12/xcropped-167-180x180.png.pagespeed.ic.wOPrYEyyhW.png	(from http://52.66.5.98/)
23:02:20	14039/14039	---M-Z	200	added ('OK')	application/javascript	etag:W/%220%22	http://52.66.5.98/wp-includes,_js,_jquery,_jquery-migrate.min.js,qver==1.4.1+wp-content,_plugins,_sp-news-and-widget,_assets,_js,_jquery.newstape.js,qver==4.2+wp-content,_plugins,_sp-news-and-widget,_assets,_js,_sp-news-public.js,qver==4.2.pagespeed.jc.47AveKgRlu.js	C:/Users/Utkrisht%20Agrawal/Desktop/Swaraksha/52.66.5.98/wp-includes,_js,_jquery,_jquery-migrate.min.js,qver==1.4.1+wp-content,_plugins,_sp-news-and-widget,_assets,_js,_jquery.newstape.js,qver==4.2+wp-content,_plugins,_sp-news-and-widget,	(from http://52.66.5.98/)
23:02:21	1045/1045	U-----	200	untouched ('')	application/xml	etag:%22415-4ed4785da9bc0%22	http://52.66.5.98/wp-includes/wlwmanifest.xml	C:/Users/Utkrisht%20Agrawal/Desktop/Swaraksha/52.66.5.98/wp-includes/wlwmanifest.xml	(from http://52.66.5.98/)
23:02:21	768/768	U--M-Z	200	updated ('OK')	text/xml	date:Thu,%2019%20Dec%202019%2017:32:21%20GMT	http://52.66.5.98/xmlrpc.php?rsd	C:/Users/Utkrisht%20Agrawal/Desktop/Swaraksha/52.66.5.98/xmlrpc0db0.php	(from http://52.66.5.98/)
23:02:21	2262/2262	U--M-Z	200	updated ('OK')	text/xml	date:Thu,%2019%20Dec%202019%2017:32:22%20GMT	http://52.66.5.98/wp-json/oembed/1.0/embed?url=http%3A%2F%2F52.66.5.98%2F&format=xml	C:/Users/Utkrisht%20Agrawal/Desktop/Swaraksha/52.66.5.98/wp-json/oembed/1.0/embeddbce	(from http://52.66.5.98/)
23:02:22	15610/15610	---M--	200	added ('OK')	image/png	etag:W/%220%22	http://52.66.5.98/wp-content/uploads/2019/12/x167.png.pagespeed.ic.0po5n25_Jw.png	C:/Users/Utkrisht%20Agrawal/Desktop/Swaraksha/52.66.5.98/wp-content/uploads/2019/12/x167.png.pagespeed.ic.0po5n25_Jw.png	(from http://52.66.5.98/)
23:02:22	2163/2163	U--MC-	200	updated ('OK')	application/json	date:Thu,%2019%20Dec%202019%2017:32:22%20GMT	http://52.66.5.98/wp-json/oembed/1.0/embed?url=http%3A%2F%2F52.66.5.98%2F	C:/Users/Utkrisht%20Agrawal/Desktop/Swaraksha/52.66.5.98/wp-json/oembed/1.0/embedcdde.json	(from http://52.66.5.98/)
23:02:27	35017/35017	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	http://52.66.5.98/wp-content/uploads/2019/12/xExpec-x-e1576664161322.jpg.pagespeed.ic.Xkw7xUKoso.jpg	C:/Users/Utkrisht%20Agrawal/Desktop/Swaraksha/52.66.5.98/wp-content/uploads/2019/12/xExpec-x-e1576664161322.jpg.pagespeed.ic.Xkw7xUKoso.jpg	(from http://52.66.5.98/)
23:02:28	41230/41230	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	http://52.66.5.98/wp-content/uploads/2019/12/xsec.jpeg.pagespeed.ic.fL_Mm8XXyW.jpg	C:/Users/Utkrisht%20Agrawal/Desktop/Swaraksha/52.66.5.98/wp-content/uploads/2019/12/xsec.jpeg.pagespeed.ic.fL_Mm8XXyW.jpg	(from http://52.66.5.98/)
23:02:31	56390/56390	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	http://52.66.5.98/wp-content/uploads/2019/12/xWhatsApp-Image-2019-12-17-at-9.00.41-PM.jpeg.pagespeed.ic.YWMzHf0-0P.jpg	C:/Users/Utkrisht%20Agrawal/Desktop/Swaraksha/52.66.5.98/wp-content/uploads/2019/12/xWhatsApp-Image-2019-12-17-at-9.00.41-PM.jpeg.pagespeed.ic.YWMzHf0-0P.jpg	(from http://52.66.5.98/)
23:02:38	73892/73892	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	http://52.66.5.98/wp-content/uploads/2019/12/xWhatsApp-Image-2019-12-17-at-9.00.42-PM.jpeg.pagespeed.ic.7VlSwBE8kU.jpg	C:/Users/Utkrisht%20Agrawal/Desktop/Swaraksha/52.66.5.98/wp-content/uploads/2019/12/xWhatsApp-Image-2019-12-17-at-9.00.42-PM.jpeg.pagespeed.ic.7VlSwBE8kU.jpg	(from http://52.66.5.98/)
23:02:38	45955/45955	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	http://52.66.5.98/wp-content/uploads/2019/12/xWhatsApp-Image-2019-12-17-at-9.00.39-PM.jpeg.pagespeed.ic.lFBu8hu9sV.jpg	C:/Users/Utkrisht%20Agrawal/Desktop/Swaraksha/52.66.5.98/wp-content/uploads/2019/12/xWhatsApp-Image-2019-12-17-at-9.00.39-PM.jpeg.pagespeed.ic.lFBu8hu9sV.jpg	(from http://52.66.5.98/)
23:02:40	128442/128442	U--MC-	200	updated ('OK')	application/json	date:Thu,%2019%20Dec%202019%2017:32:20%20GMT	http://52.66.5.98/wp-json/	C:/Users/Utkrisht%20Agrawal/Desktop/Swaraksha/52.66.5.98/wp-json/index.html	(from http://52.66.5.98/)
